timestamp,value,plant_line
2024-09-24T03:42:00Z,1,Cream Packing Line 1
2024-09-24T03:48:00Z,1,Cream Packing Line 1
2024-09-24T03:54:00Z,1,Cream Packing Line 1
2024-09-24T04:00:00Z,1,Cream Packing Line 1
2024-09-24T04:06:00Z,1,Cream Packing Line 1
2024-09-24T04:12:00Z,1,Cream Packing Line 1
2024-09-24T04:18:00Z,1,Cream Packing Line 1
2024-09-24T04:24:00Z,1,Cream Packing Line 1
2024-09-24T04:30:00Z,1,Cream Packing Line 1
2024-09-24T04:36:00Z,1,Cream Packing Line 1
2024-09-24T04:42:00Z,1,Cream Packing Line 1
2024-09-24T04:48:00Z,1,Cream Packing Line 1
2024-09-24T04:54:00Z,1,Cream Packing Line 1
2024-09-24T05:00:00Z,1,Cream Packing Line 1
2024-09-24T05:06:00Z,1,Cream Packing Line 1
2024-09-24T05:12:00Z,1,Cream Packing Line 1
